Driver_ID,Driver_Name,Age,Experience_Years,Region,Safety_Score,Safety_Category
900618,Driver_617,32,3,South,84.3,Good
900619,Driver_618,58,20,West,66.6,Average
900620,Driver_619,32,17,East,69.0,Average
900621,Driver_620,24,4,Central,89.6,Good
900622,Driver_621,36,11,East,90.8,Excellent
900623,Driver_622,31,3,Central,88.0,Good
900624,Driver_623,35,24,Central,78.9,Good
900625,Driver_624,23,3,South,57.0,Low
900626,Driver_625,27,3,East,74.5,Average
900627,Driver_626,60,6,North,64.7,Average
900628,Driver_627,60,0,North,90.5,Excellent
900629,Driver_628,57,16,North,64.9,Average
900630,Driver_629,48,24,Central,83.0,Good
900631,Driver_630,59,25,North,98.9,Excellent
900632,Driver_631,38,13,South,57.3,Low
900633,Driver_632,37,10,East,93.1,Excellent
900634,Driver_633,54,3,Central,65.1,Average
900635,Driver_634,38,28,South,79.9,Good
900636,Driver_635,36,0,East,56.7,Low
900637,Driver_636,32,22,South,84.9,Good
900638,Driver_637,51,18,North,80.6,Good
900639,Driver_638,23,14,North,83.2,Good
900640,Driver_639,37,8,South,97.3,Excellent
900641,Driver_640,37,20,North,70.1,Average
900642,Driver_641,40,28,East,83.9,Good
900643,Driver_642,28,14,East,88.5,Good
900644,Driver_643,57,22,West,61.3,Average
900645,Driver_644,54,27,North,84.3,Good
900646,Driver_645,40,25,Central,80.2,Good
900647,Driver_646,21,14,West,50.8,Low
900648,Driver_647,31,22,North,82.7,Good
900649,Driver_648,40,19,South,62.2,Average
900650,Driver_649,47,11,North,98.2,Excellent
900651,Driver_650,51,17,East,82.4,Good
900652,Driver_651,57,26,East,68.8,Average
900653,Driver_652,57,5,West,94.1,Excellent
900654,Driver_653,58,8,East,89.4,Good
900655,Driver_654,35,4,South,84.1,Good
900656,Driver_655,25,4,East,86.7,Good
900657,Driver_656,61,16,Central,71.0,Average
900658,Driver_657,48,13,East,99.7,Excellent
900659,Driver_658,56,29,Central,91.9,Excellent
900660,Driver_659,44,12,North,70.1,Average
900661,Driver_660,35,8,West,74.3,Average
900662,Driver_661,39,24,East,69.3,Average
900663,Driver_662,29,11,South,78.2,Good
900664,Driver_663,59,4,East,82.2,Good
900665,Driver_664,45,19,Central,51.4,Low
900666,Driver_665,55,27,East,51.6,Low
900667,Driver_666,26,12,Central,79.6,Good
900668,Driver_667,63,30,South,65.5,Average
900669,Driver_668,28,7,East,92.8,Excellent
900670,Driver_669,57,15,West,90.5,Excellent
900671,Driver_670,22,1,South,52.8,Low
900672,Driver_671,26,10,North,87.0,Good
900673,Driver_672,62,11,North,81.9,Good
900674,Driver_673,59,7,Central,62.0,Average
900675,Driver_674,63,28,East,88.1,Good
900676,Driver_675,44,26,South,87.6,Good
900677,Driver_676,54,16,South,87.9,Good
900678,Driver_677,32,13,North,61.6,Average
900679,Driver_678,63,29,West,88.7,Good
900680,Driver_679,34,13,South,51.3,Low
900681,Driver_680,43,12,East,62.6,Average
900682,Driver_681,36,6,East,78.1,Good
900683,Driver_682,34,20,West,59.0,Low
900684,Driver_683,35,7,South,95.4,Excellent
900685,Driver_684,37,26,Central,76.9,Good
900686,Driver_685,60,20,West,88.4,Good
900687,Driver_686,44,29,Central,98.1,Excellent
900688,Driver_687,29,13,East,57.5,Low
900689,Driver_688,55,25,North,63.8,Average
900690,Driver_689,50,27,South,90.2,Excellent
900691,Driver_690,28,5,North,97.5,Excellent
900692,Driver_691,28,23,West,78.9,Good
900693,Driver_692,38,29,East,96.6,Excellent
900694,Driver_693,41,2,North,77.3,Good
900695,Driver_694,35,30,Central,78.2,Good
900696,Driver_695,40,20,East,83.0,Good
900697,Driver_696,37,6,Central,52.9,Low
900698,Driver_697,40,0,North,62.7,Average
900699,Driver_698,57,11,South,96.3,Excellent
900700,Driver_699,41,30,Central,54.5,Low
900701,Driver_700,30,12,Central,86.2,Good
900702,Driver_701,41,15,South,64.8,Average
900703,Driver_702,26,4,East,74.7,Average
900704,Driver_703,54,27,North,62.6,Average
900705,Driver_704,45,1,West,61.1,Average
900706,Driver_705,56,13,West,51.2,Low
900707,Driver_706,40,29,East,56.1,Low
900708,Driver_707,54,24,West,92.8,Excellent
900709,Driver_708,39,26,West,82.2,Good
900710,Driver_709,42,5,West,89.2,Good
900711,Driver_710,45,20,South,64.9,Average
900712,Driver_711,27,8,West,90.3,Excellent
900713,Driver_712,22,2,East,87.7,Good
900714,Driver_713,49,26,North,77.1,Good
900715,Driver_714,38,25,South,68.7,Average
900716,Driver_715,59,10,West,89.7,Good
900717,Driver_716,43,14,South,50.5,Low
900718,Driver_717,46,8,East,90.9,Excellent
900719,Driver_718,52,5,South,94.6,Excellent
900720,Driver_719,39,12,West,99.2,Excellent
900721,Driver_720,61,21,South,78.8,Good
900722,Driver_721,60,24,East,76.3,Good
900723,Driver_722,39,10,East,51.1,Low
900724,Driver_723,21,16,Central,95.1,Excellent
900725,Driver_724,60,9,West,78.6,Good
900726,Driver_725,30,0,North,64.5,Average
900727,Driver_726,33,19,East,55.7,Low
900728,Driver_727,23,0,West,59.0,Low
900729,Driver_728,58,6,Central,66.2,Average
900730,Driver_729,52,15,North,84.7,Good
900731,Driver_730,30,26,West,85.5,Good
900732,Driver_731,57,2,South,90.2,Excellent
900733,Driver_732,61,30,East,70.0,Average
900734,Driver_733,41,25,South,50.1,Low
900735,Driver_734,23,25,Central,90.0,Good
900736,Driver_735,56,17,Central,69.8,Average
900737,Driver_736,49,28,South,52.6,Low
900738,Driver_737,47,6,Central,79.3,Good
900739,Driver_738,57,20,North,62.7,Average
900740,Driver_739,39,4,East,59.8,Low
900741,Driver_740,45,8,East,94.3,Excellent
900742,Driver_741,63,16,West,55.0,Low
900743,Driver_742,58,0,Central,90.3,Excellent
900744,Driver_743,38,6,West,61.1,Average
900745,Driver_744,62,14,Central,72.5,Average
900746,Driver_745,39,4,West,59.5,Low
900747,Driver_746,26,27,North,71.3,Average
900748,Driver_747,54,27,North,61.8,Average
900749,Driver_748,57,16,Central,63.2,Average
900750,Driver_749,35,10,East,68.0,Average
900751,Driver_750,34,5,North,75.1,Good
900752,Driver_751,44,18,West,54.6,Low
900753,Driver_752,31,10,North,86.0,Good
900754,Driver_753,50,19,South,75.4,Good
900755,Driver_754,54,15,Central,73.1,Average
900756,Driver_755,42,17,Central,89.9,Good
900757,Driver_756,42,24,South,55.3,Low
900758,Driver_757,21,0,North,53.8,Low
900759,Driver_758,25,4,North,75.7,Good
900760,Driver_759,59,7,West,54.0,Low
900761,Driver_760,44,23,North,55.6,Low
900762,Driver_761,50,15,North,78.4,Good
900763,Driver_762,52,24,Central,79.1,Good
900764,Driver_763,24,0,North,72.0,Average
900765,Driver_764,41,24,Central,89.1,Good
900766,Driver_765,27,17,East,82.7,Good
900767,Driver_766,58,12,Central,76.7,Good
900768,Driver_767,60,4,Central,69.2,Average
900769,Driver_768,55,30,East,55.0,Low
900770,Driver_769,55,2,South,57.7,Low
900771,Driver_770,31,30,Central,88.9,Good
900772,Driver_771,56,18,North,71.9,Average
900773,Driver_772,40,30,Central,99.5,Excellent
900774,Driver_773,46,24,West,87.5,Good
900775,Driver_774,41,21,South,63.3,Average
900776,Driver_775,43,2,North,81.2,Good
900777,Driver_776,53,15,East,89.8,Good
900778,Driver_777,36,21,West,81.2,Good
900779,Driver_778,37,16,North,55.4,Low
900780,Driver_779,23,15,East,85.0,Good
900781,Driver_780,33,14,Central,67.1,Average
900782,Driver_781,31,18,Central,94.9,Excellent
900783,Driver_782,61,24,North,97.8,Excellent
900784,Driver_783,36,14,West,78.7,Good
900785,Driver_784,21,11,Central,79.3,Good
900786,Driver_785,37,0,South,79.8,Good
900787,Driver_786,21,1,North,85.4,Good
900788,Driver_787,50,27,North,59.6,Low
900789,Driver_788,60,11,East,85.7,Good
900790,Driver_789,38,20,Central,57.9,Low
900791,Driver_790,39,26,East,78.7,Good
900792,Driver_791,34,24,South,95.6,Excellent
900793,Driver_792,51,24,West,57.4,Low
900794,Driver_793,60,20,Central,80.0,Good
900795,Driver_794,39,29,East,86.4,Good
900796,Driver_795,48,22,East,69.0,Average
900797,Driver_796,52,21,East,68.4,Average
900798,Driver_797,21,30,South,58.0,Low
900799,Driver_798,34,10,Central,71.2,Average
900800,Driver_799,45,21,West,81.2,Good
900801,Driver_800,28,11,Central,70.1,Average
900802,Driver_801,42,25,Central,68.1,Average
900803,Driver_802,48,24,South,72.5,Average
900804,Driver_803,28,18,East,67.0,Average
900805,Driver_804,24,6,East,75.1,Good
900806,Driver_805,39,7,South,60.1,Average
900807,Driver_806,48,25,Central,51.5,Low
900808,Driver_807,35,10,West,66.9,Average
900809,Driver_808,23,16,East,80.2,Good
900810,Driver_809,21,25,South,83.3,Good
900811,Driver_810,57,10,North,57.2,Low
900812,Driver_811,59,30,Central,89.5,Good
900813,Driver_812,36,5,North,89.1,Good
900814,Driver_813,24,11,East,96.1,Excellent
900815,Driver_814,40,12,South,75.0,Average
900816,Driver_815,41,22,East,53.5,Low
900817,Driver_816,54,18,South,62.8,Average
900818,Driver_817,50,21,South,50.8,Low
900819,Driver_818,23,3,East,62.6,Average
900820,Driver_819,59,23,South,72.5,Average
900821,Driver_820,60,26,East,55.5,Low
900822,Driver_821,36,9,South,53.2,Low
900823,Driver_822,32,12,Central,71.6,Average
900824,Driver_823,49,18,North,60.3,Average
900825,Driver_824,56,4,West,77.6,Good
900826,Driver_825,45,30,East,67.8,Average
900827,Driver_826,52,3,Central,79.1,Good
900828,Driver_827,31,24,Central,53.8,Low
900829,Driver_828,21,1,West,98.0,Excellent
900830,Driver_829,32,8,East,75.2,Good
900831,Driver_830,41,11,Central,70.8,Average
900832,Driver_831,47,2,North,56.0,Low
900833,Driver_832,33,0,West,54.8,Low
900834,Driver_833,59,14,Central,76.5,Good
900835,Driver_834,58,19,South,59.5,Low
900836,Driver_835,50,20,South,57.2,Low
900837,Driver_836,42,27,North,86.1,Good
900838,Driver_837,60,10,North,71.5,Average
900839,Driver_838,38,12,East,72.7,Average
900840,Driver_839,27,22,Central,76.5,Good
900841,Driver_840,29,30,East,97.6,Excellent
900842,Driver_841,52,22,North,56.2,Low
900843,Driver_842,24,9,Central,80.9,Good
900844,Driver_843,57,29,East,80.7,Good
900845,Driver_844,57,15,Central,76.6,Good
900846,Driver_845,56,6,East,89.5,Good
900847,Driver_846,23,20,North,74.4,Average
900848,Driver_847,56,16,Central,71.4,Average
900849,Driver_848,24,11,North,96.8,Excellent
900850,Driver_849,52,20,West,74.7,Average
900851,Driver_850,35,2,East,64.7,Average
900852,Driver_851,51,25,West,87.1,Good
900853,Driver_852,22,22,Central,56.0,Low
900854,Driver_853,49,0,East,85.2,Good
900855,Driver_854,41,25,Central,64.7,Average
900856,Driver_855,50,24,South,90.3,Excellent
900857,Driver_856,32,8,North,69.8,Average
900858,Driver_857,45,14,Central,69.4,Average
900859,Driver_858,50,1,North,96.2,Excellent
900860,Driver_859,63,1,West,87.7,Good
900861,Driver_860,25,23,South,81.6,Good
900862,Driver_861,54,1,West,58.0,Low
900863,Driver_862,61,10,Central,52.8,Low
900864,Driver_863,40,20,North,59.4,Low
900865,Driver_864,37,3,South,65.3,Average
900866,Driver_865,52,5,West,53.5,Low
900867,Driver_866,49,27,South,65.2,Average
900868,Driver_867,58,8,Central,68.6,Average
900869,Driver_868,39,24,West,82.8,Good
900870,Driver_869,57,14,North,86.0,Good
900871,Driver_870,57,23,South,72.8,Average
900872,Driver_871,29,3,South,89.5,Good
900873,Driver_872,26,7,West,88.4,Good
900874,Driver_873,32,9,West,52.7,Low
900875,Driver_874,42,12,Central,86.0,Good
900876,Driver_875,34,24,West,76.8,Good
900877,Driver_876,21,26,North,51.8,Low
900878,Driver_877,35,7,South,64.9,Average
900879,Driver_878,23,0,East,73.4,Average
900880,Driver_879,25,24,Central,85.4,Good
900881,Driver_880,57,8,South,78.5,Good
900882,Driver_881,31,15,East,71.8,Average
900883,Driver_882,58,3,Central,78.9,Good
900884,Driver_883,50,21,North,58.7,Low
900885,Driver_884,57,29,South,90.8,Excellent
900886,Driver_885,48,18,West,92.7,Excellent
900887,Driver_886,24,9,Central,55.6,Low
900888,Driver_887,50,5,Central,87.0,Good
900889,Driver_888,26,29,South,83.9,Good
900890,Driver_889,44,18,South,50.9,Low
900891,Driver_890,51,3,South,58.6,Low
900892,Driver_891,63,3,East,93.0,Excellent
900893,Driver_892,61,17,West,83.6,Good
900894,Driver_893,60,21,North,70.9,Average
900895,Driver_894,23,5,North,65.2,Average
900896,Driver_895,50,10,West,67.9,Average
900897,Driver_896,37,16,North,50.6,Low
900898,Driver_897,50,10,South,51.7,Low
900899,Driver_898,52,25,Central,57.0,Low
900900,Driver_899,24,25,South,58.9,Low
900901,Driver_900,35,2,Central,62.3,Average
900902,Driver_901,56,30,North,62.1,Average
900903,Driver_902,38,16,Central,58.2,Low
900904,Driver_903,33,26,West,81.3,Good
900905,Driver_904,25,8,East,70.5,Average
900906,Driver_905,48,30,Central,76.2,Good
900907,Driver_906,31,26,South,70.2,Average
900908,Driver_907,35,20,North,62.3,Average
900909,Driver_908,30,26,South,77.8,Good
900910,Driver_909,53,18,West,55.2,Low
900911,Driver_910,34,6,West,89.2,Good
900912,Driver_911,21,7,North,64.9,Average
900913,Driver_912,57,26,South,97.3,Excellent
900914,Driver_913,62,27,East,72.3,Average
900915,Driver_914,48,2,North,97.6,Excellent
900916,Driver_915,54,2,Central,52.6,Low
900917,Driver_916,46,0,North,91.0,Excellent
900918,Driver_917,28,13,East,54.8,Low
900919,Driver_918,27,2,West,74.0,Average
900920,Driver_919,62,3,South,67.2,Average
900921,Driver_920,56,7,East,82.4,Good
900922,Driver_921,29,2,Central,61.5,Average
900923,Driver_922,51,10,North,84.1,Good
900924,Driver_923,29,0,East,69.9,Average
900925,Driver_924,32,24,South,58.3,Low
900926,Driver_925,59,17,North,57.6,Low
900927,Driver_926,61,22,South,98.9,Excellent
900928,Driver_927,22,6,South,61.3,Average
900929,Driver_928,58,18,South,91.5,Excellent
900930,Driver_929,50,29,West,75.5,Good
900931,Driver_930,60,7,North,88.1,Good
900932,Driver_931,50,5,West,53.7,Low
900933,Driver_932,33,10,Central,72.9,Average
900934,Driver_933,50,18,Central,79.5,Good
900935,Driver_934,37,21,North,60.9,Average
900936,Driver_935,34,16,West,66.8,Average
900937,Driver_936,30,30,North,99.9,Excellent
900938,Driver_937,48,0,South,64.1,Average
900939,Driver_938,33,25,Central,80.7,Good
900940,Driver_939,37,25,Central,56.5,Low
900941,Driver_940,48,29,East,61.0,Average
900942,Driver_941,51,2,Central,81.8,Good
900943,Driver_942,30,9,West,50.9,Low
900944,Driver_943,25,5,South,81.1,Good
900945,Driver_944,51,28,East,89.4,Good
900946,Driver_945,39,20,West,99.2,Excellent
900947,Driver_946,31,18,Central,96.2,Excellent
900948,Driver_947,57,25,West,63.7,Average
900949,Driver_948,61,0,South,55.5,Low
900950,Driver_949,32,25,South,90.1,Excellent
900951,Driver_950,45,10,East,57.3,Low
900952,Driver_951,61,12,South,81.7,Good
900953,Driver_952,29,19,West,99.9,Excellent
900954,Driver_953,29,8,West,78.6,Good
900955,Driver_954,55,5,South,89.8,Good
900956,Driver_955,23,19,East,54.8,Low
900957,Driver_956,34,5,South,59.1,Low
900958,Driver_957,61,1,Central,77.8,Good
900959,Driver_958,31,21,East,82.0,Good
900960,Driver_959,60,12,North,52.6,Low
900961,Driver_960,39,26,South,71.4,Average
900962,Driver_961,60,28,East,67.5,Average
900963,Driver_962,33,0,West,86.2,Good
900964,Driver_963,44,14,East,79.3,Good
900965,Driver_964,43,16,North,59.7,Low
900966,Driver_965,52,27,Central,98.2,Excellent
900967,Driver_966,33,3,North,62.0,Average
900968,Driver_967,34,17,West,84.6,Good
900969,Driver_968,52,6,Central,83.5,Good
900970,Driver_969,45,6,Central,65.3,Average
900971,Driver_970,40,17,South,84.4,Good
900972,Driver_971,62,28,Central,81.0,Good
900973,Driver_972,38,20,East,65.1,Average
900974,Driver_973,62,22,West,59.0,Low
900975,Driver_974,57,6,South,64.7,Average
900976,Driver_975,60,28,Central,85.0,Good
900977,Driver_976,63,7,North,73.9,Average
900978,Driver_977,37,15,South,53.4,Low
900979,Driver_978,45,5,South,68.7,Average
900980,Driver_979,51,28,West,55.0,Low
900981,Driver_980,43,29,East,95.0,Excellent
900982,Driver_981,58,1,North,58.3,Low
900983,Driver_982,40,28,East,71.7,Average
900984,Driver_983,34,29,East,90.6,Excellent
900985,Driver_984,52,1,East,80.2,Good
900986,Driver_985,46,27,Central,53.7,Low
900987,Driver_986,60,27,East,95.5,Excellent
900988,Driver_987,57,29,Central,87.4,Good
900989,Driver_988,44,6,West,63.4,Average
900990,Driver_989,43,5,North,91.4,Excellent
900991,Driver_990,31,11,South,97.0,Excellent
900992,Driver_991,47,8,Central,89.2,Good
900993,Driver_992,59,11,South,73.5,Average
900994,Driver_993,54,3,West,96.2,Excellent
900995,Driver_994,30,18,Central,55.0,Low
900996,Driver_995,51,9,South,93.8,Excellent
900997,Driver_996,35,5,West,56.1,Low
900998,Driver_997,21,24,South,75.4,Good
900999,Driver_998,47,15,West,83.8,Good
901000,Driver_999,44,8,South,51.5,Low
901001,Driver_1000,38,5,Central,68.4,Average
901002,Driver_1001,53,24,South,91.2,Excellent
901003,Driver_1002,63,0,North,57.8,Low
901004,Driver_1003,39,4,West,65.0,Average
901005,Driver_1004,46,7,Central,53.6,Low
901006,Driver_1005,44,27,East,75.4,Good
901007,Driver_1006,21,22,North,69.2,Average
901008,Driver_1007,25,7,North,52.1,Low
901009,Driver_1008,53,10,East,59.2,Low
901010,Driver_1009,56,5,West,85.5,Good
901011,Driver_1010,37,6,Central,96.7,Excellent
901012,Driver_1011,48,1,North,96.6,Excellent
901013,Driver_1012,59,30,South,75.9,Good
901014,Driver_1013,21,20,North,56.3,Low
901015,Driver_1014,49,29,South,66.7,Average
901016,Driver_1015,59,10,North,97.9,Excellent
901017,Driver_1016,59,23,South,81.9,Good
901018,Driver_1017,25,19,South,58.1,Low
901019,Driver_1018,23,4,North,85.9,Good
901020,Driver_1019,33,28,West,92.3,Excellent
901021,Driver_1020,63,28,Central,84.5,Good
901022,Driver_1021,63,21,Central,86.0,Good
901023,Driver_1022,26,2,East,87.7,Good
901024,Driver_1023,62,5,North,61.3,Average
901025,Driver_1024,42,26,South,65.3,Average
901026,Driver_1025,51,6,Central,92.7,Excellent
901027,Driver_1026,53,24,West,65.8,Average
901028,Driver_1027,62,3,East,70.7,Average
901029,Driver_1028,50,0,East,85.5,Good
901030,Driver_1029,60,13,North,81.8,Good
901031,Driver_1030,63,24,North,74.4,Average
901032,Driver_1031,38,8,Central,56.9,Low
901033,Driver_1032,54,26,East,94.9,Excellent
901034,Driver_1033,21,20,East,67.1,Average
901035,Driver_1034,46,4,East,56.7,Low
901036,Driver_1035,39,19,Central,88.2,Good
901037,Driver_1036,22,30,West,66.2,Average
901038,Driver_1037,45,28,North,70.2,Average
901039,Driver_1038,48,2,East,55.2,Low
901040,Driver_1039,24,19,North,91.1,Excellent
901041,Driver_1040,31,7,East,92.7,Excellent
901042,Driver_1041,38,1,East,63.3,Average
901043,Driver_1042,27,21,West,89.4,Good
901044,Driver_1043,48,27,South,94.7,Excellent
901045,Driver_1044,49,10,East,66.0,Average
901046,Driver_1045,63,30,South,67.1,Average
901047,Driver_1046,43,15,North,63.6,Average
901048,Driver_1047,30,15,West,70.4,Average
901049,Driver_1048,34,30,East,93.9,Excellent
901050,Driver_1049,27,16,East,74.1,Average
901051,Driver_1050,36,15,West,62.4,Average
901052,Driver_1051,53,30,West,74.8,Average
901053,Driver_1052,51,18,North,56.8,Low
901054,Driver_1053,25,22,South,50.7,Low
901055,Driver_1054,47,9,South,77.0,Good
901056,Driver_1055,22,13,South,81.7,Good
901057,Driver_1056,25,16,East,50.3,Low
901058,Driver_1057,42,22,North,53.2,Low
901059,Driver_1058,55,30,North,52.9,Low
901060,Driver_1059,56,24,North,96.9,Excellent
901061,Driver_1060,21,3,North,94.3,Excellent
901062,Driver_1061,56,30,Central,57.0,Low
901063,Driver_1062,38,11,Central,87.0,Good
901064,Driver_1063,58,10,East,73.8,Average
901065,Driver_1064,46,0,East,90.3,Excellent
901066,Driver_1065,38,18,South,63.6,Average
901067,Driver_1066,26,18,Central,68.3,Average
901068,Driver_1067,61,21,East,68.2,Average
901069,Driver_1068,57,3,South,54.4,Low
901070,Driver_1069,42,9,East,90.4,Excellent
901071,Driver_1070,28,5,East,72.6,Average
901072,Driver_1071,44,17,South,67.6,Average
901073,Driver_1072,52,7,West,89.3,Good
901074,Driver_1073,22,20,East,52.4,Low
901075,Driver_1074,60,27,North,84.7,Good
901076,Driver_1075,59,22,South,84.9,Good
901077,Driver_1076,42,26,North,65.7,Average
901078,Driver_1077,31,22,East,60.7,Average
901079,Driver_1078,63,7,South,74.0,Average
901080,Driver_1079,58,11,East,69.8,Average
901081,Driver_1080,53,29,South,60.8,Average
901082,Driver_1081,45,3,North,89.2,Good
901083,Driver_1082,44,28,East,89.7,Good
901084,Driver_1083,62,0,East,91.4,Excellent
901085,Driver_1084,54,19,Central,72.0,Average
901086,Driver_1085,59,26,South,51.5,Low
901087,Driver_1086,45,6,Central,91.6,Excellent
901088,Driver_1087,62,22,West,99.9,Excellent
901089,Driver_1088,50,2,North,66.2,Average
901090,Driver_1089,28,9,East,90.8,Excellent
901091,Driver_1090,23,3,East,58.5,Low
