Truck_ID,Truck_Type,Fuel_Type,Capacity_KG,Model_Year,Odometer_KM
912688,Medium,CNG,2398,2024,546806
912689,Heavy,Diesel,17722,2024,608272
912690,Medium,Diesel,16703,2023,732975
912691,Heavy,Diesel,5946,2019,416990
912692,Medium,CNG,5557,2017,514741
912693,Heavy,CNG,20838,2021,109227
912694,Heavy,Hybrid,19716,2017,643422
912695,Light,Diesel,18226,2020,217807
912696,Light,Diesel,1410,2025,422845
912697,Light,Electric,24972,2018,797947
912698,Heavy,Hybrid,23934,2015,663172
912699,Light,Hybrid,17186,2021,656042
912700,Heavy,Hybrid,16667,2017,897741
912701,Light,CNG,14648,2024,707763
912702,Heavy,Diesel,5191,2017,181434
912703,Medium,Diesel,10554,2015,686359
912704,Medium,Electric,8837,2021,645278
912705,Light,Diesel,1196,2015,656666
912706,Light,Diesel,26729,2015,823736
912707,Light,CNG,27154,2020,768191
912708,Medium,Diesel,22757,2023,409539
912709,Heavy,CNG,27423,2024,774741
912710,Heavy,Hybrid,18526,2025,473785
912711,Medium,Diesel,5164,2022,584679
912712,Heavy,CNG,28941,2021,458624
912713,Light,Hybrid,29930,2021,816068
912714,Medium,Diesel,19762,2016,878032
912715,Heavy,Electric,19747,2022,530330
912716,Light,Diesel,9999,2018,232940
912717,Medium,Electric,23451,2021,205438
912718,Heavy,Hybrid,4806,2022,28014
912719,Medium,Hybrid,17708,2019,269044
912720,Heavy,Electric,26532,2017,729489
912721,Heavy,Electric,26623,2016,826113
912722,Heavy,CNG,28413,2015,190909
912723,Medium,Hybrid,19756,2018,797394
912724,Heavy,Diesel,27355,2020,709496
912725,Light,Electric,18632,2023,26274
912726,Light,CNG,6994,2019,841535
912727,Medium,Electric,15298,2025,764430
912728,Heavy,Diesel,8446,2016,313935
912729,Heavy,CNG,23922,2019,855169
912730,Medium,CNG,20438,2021,515414
912731,Medium,CNG,29358,2020,27584
912732,Medium,CNG,16311,2018,633288
912733,Medium,Hybrid,9167,2025,683345
912734,Medium,CNG,19973,2015,733330
912735,Light,Electric,11928,2021,851830
912736,Medium,CNG,24022,2018,461008
912737,Light,CNG,9756,2018,339603
912738,Light,Hybrid,28542,2018,719504
912739,Light,Hybrid,21293,2020,584072
912740,Light,Electric,29127,2023,286567
912741,Light,Hybrid,8438,2015,635856
912742,Light,Electric,16997,2024,484746
912743,Medium,Diesel,29621,2025,446657
912744,Light,Electric,20533,2016,632060
912745,Medium,Hybrid,28015,2025,864835
912746,Heavy,Electric,9520,2019,572719
912747,Medium,Hybrid,12984,2018,256368
912748,Medium,Hybrid,7753,2021,861141
912749,Heavy,Electric,19183,2016,328935
912750,Light,Hybrid,29531,2015,82662
912751,Heavy,Hybrid,22849,2023,735495
912752,Medium,Electric,19030,2015,231725
912753,Heavy,Electric,25565,2021,552364
912754,Light,Electric,9345,2020,423218
912755,Light,Diesel,4250,2016,22287
912756,Light,CNG,14832,2020,99350
912757,Light,Hybrid,12571,2023,428054
912758,Medium,Electric,26259,2018,771583
912759,Medium,Electric,24922,2019,866024
912760,Light,CNG,11173,2025,515933
912761,Heavy,Diesel,4082,2025,407769
912762,Light,CNG,28486,2016,674779
912763,Light,Diesel,17827,2015,335974
912764,Medium,CNG,2845,2017,838090
912765,Light,Electric,22404,2019,484969
912766,Medium,CNG,11380,2024,487880
912767,Heavy,Hybrid,7818,2023,267228
912768,Heavy,Diesel,25553,2024,524118
912769,Heavy,Electric,1312,2021,463904
912770,Light,Electric,16406,2025,758673
912771,Light,CNG,2981,2017,696035
912772,Medium,Diesel,13376,2018,428822
912773,Light,Diesel,20692,2017,828949
912774,Medium,CNG,20545,2024,307484
912775,Light,Diesel,28977,2024,543457
912776,Light,CNG,18369,2018,511981
912777,Light,Electric,7232,2024,73758
912778,Medium,CNG,3287,2024,201465
912779,Heavy,Hybrid,1972,2020,504420
912780,Medium,Electric,24232,2019,117687
912781,Light,Hybrid,6694,2020,45203
912782,Medium,Diesel,12579,2019,328764
912783,Medium,Hybrid,13364,2024,606382
912784,Heavy,Electric,28305,2024,115356
912785,Heavy,CNG,19067,2018,247219
912786,Heavy,Hybrid,8768,2016,234305
912787,Heavy,Diesel,28095,2016,429149
912788,Medium,Electric,8104,2016,284999
912789,Heavy,CNG,13653,2022,282183
912790,Light,Electric,6934,2021,157106
912791,Heavy,Electric,23017,2022,28120
912792,Light,Diesel,13840,2018,406310
912793,Light,Hybrid,4682,2019,557897
912794,Heavy,Diesel,22406,2019,140443
912795,Medium,Electric,8195,2023,734640
912796,Medium,Hybrid,19814,2020,889420
912797,Light,Hybrid,15046,2018,105268
912798,Medium,Diesel,14100,2017,692837
912799,Medium,Diesel,9931,2019,893170
912800,Heavy,CNG,7922,2016,279946
912801,Medium,Diesel,21017,2023,497317
912802,Light,Electric,18913,2018,296355
912803,Light,CNG,26924,2018,580273
912804,Heavy,Diesel,29354,2019,380154
912805,Medium,Diesel,18002,2022,143388
912806,Medium,Electric,26730,2025,592282
912807,Medium,Diesel,4003,2018,400199
912808,Light,Hybrid,20984,2024,156769
912809,Heavy,Electric,26012,2023,587921
912810,Light,Diesel,28710,2025,676556
912811,Light,Hybrid,25665,2019,403989
912812,Heavy,Diesel,28783,2022,413316
912813,Light,CNG,9609,2019,168654
912814,Light,Diesel,19741,2022,438938
912815,Heavy,Electric,25160,2025,406540
912816,Light,Hybrid,8877,2024,602804
912817,Light,Hybrid,12945,2016,864865
912818,Light,Electric,14733,2022,895839
912819,Light,Hybrid,5003,2019,89653
912820,Heavy,Diesel,12929,2021,538488
912821,Light,Electric,14133,2023,457953
912822,Medium,Hybrid,22790,2021,340081
912823,Heavy,Electric,27352,2019,477301
912824,Light,Hybrid,29561,2018,839577
912825,Light,Hybrid,24816,2023,624366
912826,Medium,Diesel,14264,2017,451669
912827,Heavy,CNG,3383,2020,742010
912828,Medium,CNG,12017,2015,644084
912829,Medium,Diesel,21269,2024,673221
912830,Heavy,CNG,4958,2020,822687
912831,Heavy,Hybrid,17295,2023,779558
912832,Light,Electric,18249,2015,311842
912833,Medium,CNG,8344,2024,629790
912834,Light,Hybrid,7737,2023,891621
912835,Light,Electric,9532,2025,732280
912836,Heavy,Diesel,9430,2024,223630
912837,Medium,Hybrid,23334,2022,383977
912838,Light,Hybrid,15526,2019,280312
912839,Light,Diesel,10945,2023,880276
912840,Medium,Diesel,26438,2019,716918
912841,Heavy,Diesel,26033,2016,797911
912842,Heavy,CNG,12984,2017,29148
912843,Light,Electric,2188,2020,101152
912844,Heavy,Diesel,1037,2018,13007
912845,Light,CNG,25330,2022,252793
912846,Medium,Diesel,4632,2019,107408
912847,Heavy,Diesel,28307,2025,377629
912848,Heavy,CNG,23086,2024,351041
912849,Heavy,Electric,18407,2017,349249
912850,Light,Diesel,1876,2016,139491
912851,Heavy,Diesel,3918,2020,614689
912852,Heavy,CNG,4815,2020,307953
912853,Light,CNG,8279,2022,873811
912854,Heavy,Hybrid,15500,2017,320684
912855,Light,CNG,4031,2019,836061
912856,Heavy,Hybrid,11589,2019,862488
912857,Light,Diesel,11056,2015,646567
912858,Heavy,Electric,21280,2022,686648
912859,Heavy,Diesel,14479,2021,334645
912860,Heavy,Electric,5967,2017,808327
912861,Medium,Diesel,12597,2020,116109
912862,Light,CNG,29670,2025,260975
912863,Heavy,Hybrid,21484,2020,715930
912864,Heavy,Diesel,18661,2016,579234
912865,Light,CNG,2630,2022,428965
912866,Heavy,Diesel,17410,2016,896211
912867,Medium,Hybrid,3086,2019,848996
912868,Heavy,Hybrid,26392,2018,463367
912869,Medium,Diesel,24924,2023,273978
912870,Light,Electric,22725,2018,746405
912871,Light,Diesel,25258,2016,692990
912872,Heavy,Diesel,1267,2024,454631
912873,Light,Electric,21066,2024,485488
912874,Heavy,Hybrid,21185,2021,807835
912875,Light,Electric,27464,2021,665073
912876,Heavy,Diesel,14704,2019,53493
912877,Medium,CNG,13905,2017,603969
912878,Heavy,Hybrid,12424,2022,329096
912879,Light,CNG,19741,2017,178792
912880,Heavy,Diesel,8862,2017,317140
912881,Medium,Hybrid,3514,2025,796888
912882,Light,Electric,7015,2022,11632
912883,Heavy,Hybrid,15022,2019,201487
912884,Heavy,CNG,10122,2022,609668
912885,Medium,Hybrid,21067,2016,572085
912886,Heavy,CNG,28413,2024,453767
912887,Heavy,CNG,22582,2020,267953
912888,Medium,Electric,9683,2017,119619
912889,Light,Diesel,28583,2015,666072
912890,Heavy,Diesel,25129,2015,386520
912891,Medium,CNG,24968,2024,663298
912892,Heavy,Electric,15005,2021,508514
912893,Heavy,Hybrid,26761,2025,671315
912894,Light,Diesel,5306,2018,607157
912895,Light,CNG,21330,2016,112489
912896,Light,Electric,12213,2018,645960
912897,Medium,Diesel,7153,2024,598075
912898,Light,Hybrid,3153,2016,572652
912899,Medium,Hybrid,28193,2021,751832
912900,Light,Hybrid,22374,2015,486284
912901,Light,Hybrid,26935,2022,637092
912902,Light,Diesel,12938,2017,537971
912903,Light,Diesel,3862,2022,234650
912904,Heavy,Electric,25997,2018,704180
912905,Medium,CNG,28984,2021,679514
912906,Medium,Electric,11722,2018,866815
912907,Medium,Diesel,10495,2015,736888
912908,Light,Diesel,7739,2018,120208
912909,Heavy,CNG,16306,2021,48670
912910,Heavy,Electric,20572,2016,252320
912911,Medium,Hybrid,11240,2024,341136
912912,Medium,CNG,21890,2016,515803
912913,Medium,Diesel,27065,2024,580691
912914,Light,Hybrid,26985,2022,358457
912915,Light,Diesel,8790,2023,290414
912916,Medium,Electric,28667,2019,574471
912917,Light,Hybrid,5791,2021,550527
912918,Light,Diesel,24565,2016,62787
912919,Light,Hybrid,7441,2024,62599
912920,Light,Electric,28173,2024,287976
912921,Heavy,CNG,29892,2015,33406
912922,Light,Electric,21986,2017,419165
912923,Light,CNG,11828,2021,769183
912924,Medium,Diesel,5116,2020,123775
912925,Light,Diesel,16879,2015,365550
912926,Medium,Hybrid,8458,2015,899696
912927,Medium,Hybrid,24816,2024,235003
912928,Light,CNG,7859,2022,706608
912929,Heavy,Diesel,18007,2023,842448
912930,Heavy,Electric,26403,2019,198465
912931,Heavy,Electric,10047,2016,597014
912932,Medium,Hybrid,9657,2017,383448
912933,Light,Diesel,23570,2020,440923
912934,Medium,CNG,24793,2021,345982
912935,Heavy,Hybrid,24270,2022,632389
912936,Heavy,Hybrid,1859,2024,703150
912937,Light,Electric,13708,2021,24994
912938,Heavy,Hybrid,25819,2020,167884
912939,Heavy,Diesel,22739,2015,677036
912940,Light,Diesel,11431,2024,26463
912941,Light,Electric,14130,2022,617162
912942,Light,Diesel,17428,2022,480386
912943,Light,Hybrid,18683,2023,451346
912944,Heavy,CNG,19601,2021,197434
912945,Light,Hybrid,14783,2021,424132
912946,Heavy,Electric,10349,2021,397825
912947,Light,Diesel,17159,2024,547872
912948,Medium,Diesel,4969,2021,72062
912949,Heavy,Electric,22546,2022,38826
912950,Heavy,Hybrid,6312,2022,225671
912951,Medium,Hybrid,8601,2025,141047
912952,Medium,Hybrid,6542,2019,31366
912953,Light,Hybrid,27272,2025,725784
912954,Medium,Diesel,29376,2016,254570
912955,Medium,Diesel,14659,2022,16474
912956,Medium,Electric,14381,2015,595825
912957,Light,Diesel,20185,2024,841787
912958,Heavy,Diesel,18872,2019,561817
912959,Medium,Hybrid,14648,2021,415111
912960,Medium,Diesel,18426,2023,768126
912961,Medium,Diesel,17748,2020,76949
912962,Heavy,Hybrid,6935,2017,348175
912963,Medium,Electric,19867,2020,818926
912964,Medium,Diesel,23675,2022,191317
912965,Heavy,CNG,19420,2023,427118
912966,Heavy,Electric,27830,2018,194653
912967,Medium,CNG,15154,2021,691177
912968,Medium,Diesel,9776,2017,620385
912969,Medium,Diesel,8200,2019,623078
912970,Heavy,Hybrid,19491,2022,886136
912971,Heavy,Hybrid,29189,2016,482360
912972,Light,Electric,19339,2019,559649
912973,Heavy,Electric,28579,2015,884173
912974,Medium,CNG,27960,2019,393083
912975,Light,CNG,19900,2022,396522
912976,Heavy,Electric,28089,2018,738902
912977,Heavy,Electric,27955,2020,360634
912978,Heavy,CNG,26523,2017,86955
912979,Medium,CNG,18432,2015,122787
912980,Medium,Hybrid,11890,2019,874178
912981,Heavy,Hybrid,11107,2017,664921
912982,Medium,Hybrid,4785,2023,414389
912983,Light,Electric,1501,2019,394611
912984,Heavy,Hybrid,13857,2015,488056
912985,Heavy,Hybrid,17126,2020,85150
912986,Medium,Electric,15447,2019,138347
912987,Medium,CNG,2080,2022,742781
912988,Heavy,Electric,22823,2020,882321
912989,Light,CNG,16968,2018,737961
912990,Medium,CNG,21026,2017,604545
912991,Light,Diesel,27041,2024,600580
912992,Heavy,Diesel,18145,2017,475114
912993,Light,Diesel,29260,2025,564089
912994,Heavy,Diesel,9238,2017,666072
912995,Medium,CNG,19683,2022,769062
912996,Medium,Electric,6176,2017,83265
912997,Light,Electric,5370,2018,765026
912998,Heavy,Electric,10002,2016,563129
912999,Medium,Hybrid,1947,2022,588923
913000,Light,Diesel,28187,2017,831274
913001,Heavy,Electric,4310,2022,775927
913002,Medium,Hybrid,24347,2025,361968
913003,Medium,Diesel,23877,2019,68440
913004,Heavy,Diesel,17452,2024,809496
913005,Light,CNG,22063,2017,700254
913006,Heavy,Electric,27054,2019,641524
913007,Medium,CNG,9185,2021,876952
913008,Heavy,Diesel,22112,2022,391404
913009,Heavy,CNG,3661,2020,811003
913010,Light,Hybrid,19920,2018,586503
913011,Heavy,CNG,2378,2024,860394
913012,Medium,Hybrid,18050,2019,268525
913013,Medium,Diesel,28214,2022,659825
913014,Medium,Diesel,18845,2024,417710
913015,Medium,Diesel,7679,2025,207181
913016,Heavy,Electric,18062,2019,429039
913017,Light,CNG,10601,2024,762999
913018,Medium,Hybrid,22911,2020,670274
913019,Medium,Electric,2082,2021,484203
913020,Medium,Diesel,4303,2023,62861
913021,Light,Electric,27909,2017,443020
913022,Medium,CNG,14207,2020,264252
913023,Medium,Diesel,7054,2019,261609
913024,Heavy,Diesel,14177,2018,527674
913025,Light,Electric,2257,2024,808886
913026,Light,CNG,26750,2022,429121
913027,Light,Diesel,18565,2023,121417
913028,Medium,CNG,5033,2018,198278
913029,Medium,Diesel,28770,2019,618732
913030,Heavy,Diesel,18497,2016,888421
913031,Medium,Diesel,16261,2015,727534
913032,Medium,Diesel,10517,2015,291010
913033,Light,Hybrid,15926,2017,376444
913034,Medium,CNG,17069,2025,706208
913035,Medium,Electric,11722,2015,844255
913036,Heavy,Hybrid,23248,2022,618542
913037,Medium,Diesel,23530,2015,720707
913038,Light,CNG,23300,2023,309131
913039,Medium,CNG,27377,2025,578371
913040,Heavy,Electric,5038,2025,486980
913041,Medium,Hybrid,17844,2018,31354
913042,Heavy,Diesel,13587,2025,547299
913043,Light,CNG,25154,2025,858786
913044,Light,CNG,24638,2025,234246
913045,Heavy,Hybrid,17791,2016,763587
913046,Heavy,CNG,26435,2016,821431
913047,Medium,Diesel,10313,2020,361432
913048,Heavy,Electric,27406,2018,729906
913049,Light,Electric,24256,2021,276917
913050,Heavy,Electric,20265,2024,687817
913051,Light,CNG,18285,2021,201023
913052,Heavy,Hybrid,9288,2025,414450
913053,Heavy,CNG,13596,2017,587865
913054,Medium,Diesel,3331,2020,453533
913055,Heavy,Electric,28071,2019,376235
913056,Heavy,CNG,25269,2017,380623
913057,Medium,Hybrid,28191,2016,135428
913058,Light,Hybrid,3380,2024,220896
913059,Light,Hybrid,20113,2018,339545
913060,Light,Electric,8951,2024,692027
913061,Medium,CNG,27576,2016,296784
913062,Light,Electric,8971,2015,237397
913063,Heavy,CNG,2987,2019,242891
913064,Heavy,CNG,7958,2017,482561
913065,Medium,CNG,23589,2021,799327
913066,Light,Diesel,8779,2021,78381
913067,Medium,Hybrid,4568,2017,266147
913068,Light,CNG,27163,2018,531430
913069,Heavy,CNG,10146,2021,517599
913070,Heavy,CNG,21298,2022,344563
913071,Medium,Electric,24824,2019,625940
913072,Heavy,CNG,28599,2024,494765
913073,Medium,Hybrid,14477,2021,797422
913074,Medium,Hybrid,6759,2017,61030
913075,Heavy,CNG,12050,2024,636239
913076,Light,CNG,20357,2020,642853
913077,Medium,CNG,13396,2019,735082
913078,Heavy,Diesel,3022,2020,891978
913079,Heavy,CNG,3232,2016,501070
913080,Medium,Hybrid,24254,2019,752591
913081,Heavy,Hybrid,21798,2019,232412
913082,Medium,Electric,26493,2019,464009
913083,Light,CNG,3188,2019,694127
913084,Medium,Diesel,23232,2024,518067
913085,Heavy,Diesel,8376,2016,146325
913086,Medium,Diesel,6783,2020,275350
913087,Medium,Diesel,10036,2017,251000
913088,Heavy,Electric,8772,2018,87804
913089,Medium,CNG,12300,2023,873643
913090,Heavy,Electric,4570,2020,838317
913091,Medium,Diesel,4403,2019,355557
913092,Heavy,Hybrid,21194,2021,69567
913093,Medium,Hybrid,22613,2016,775352
913094,Light,Hybrid,2903,2018,403477
913095,Light,Hybrid,19834,2022,426322
913096,Medium,CNG,7895,2017,181520
913097,Light,Hybrid,8000,2024,427400
913098,Heavy,CNG,18695,2020,796299
913099,Light,Diesel,9030,2018,507564
913100,Medium,Hybrid,1833,2023,843686
913101,Heavy,CNG,6301,2023,484845
913102,Medium,Diesel,21949,2017,595407
913103,Medium,Diesel,18872,2020,616004
913104,Light,Hybrid,6214,2025,785075
913105,Medium,Diesel,18920,2016,590699
913106,Light,Diesel,19539,2016,44553
913107,Light,Diesel,11190,2022,107024
913108,Medium,Diesel,29217,2018,813666
913109,Medium,Hybrid,22712,2019,796864
913110,Light,Hybrid,4297,2024,627571
913111,Medium,Electric,22774,2015,596375
913112,Medium,Electric,16354,2021,411199
913113,Light,CNG,23783,2024,147353
913114,Heavy,Diesel,28341,2021,335282
913115,Heavy,Hybrid,8307,2016,32081
913116,Light,Electric,26161,2023,584246
913117,Light,Hybrid,8598,2017,270733
913118,Light,Diesel,18424,2021,288871
913119,Light,Electric,24417,2018,414825
913120,Medium,Electric,25686,2017,200068
913121,Medium,Hybrid,2009,2016,77913
913122,Light,Electric,16052,2020,186123
913123,Medium,Diesel,14333,2016,535876
913124,Light,CNG,15979,2025,10410
913125,Medium,Electric,28077,2017,423389
913126,Heavy,Diesel,26614,2019,452294
913127,Heavy,Hybrid,17750,2020,838732
913128,Light,Electric,3419,2025,26038
913129,Medium,Hybrid,14599,2022,294426
913130,Medium,Diesel,17715,2021,753228
913131,Heavy,Electric,8935,2015,761921
913132,Medium,Diesel,10975,2019,732706
913133,Light,CNG,7226,2023,394202
913134,Medium,CNG,14239,2020,878630
913135,Medium,CNG,2738,2023,492817
913136,Heavy,CNG,10301,2020,683615
913137,Medium,CNG,6158,2018,69322
913138,Medium,Hybrid,15797,2019,20360
913139,Heavy,CNG,26390,2021,656154
913140,Medium,CNG,17835,2025,277585
913141,Medium,Electric,14197,2021,855199
913142,Heavy,Diesel,4159,2015,698509
913143,Medium,Electric,4659,2016,335442
913144,Medium,Electric,8198,2018,26080
913145,Medium,Hybrid,22738,2017,253310
913146,Light,Hybrid,17019,2018,20824
913147,Medium,Electric,5773,2021,218308
913148,Medium,CNG,11937,2024,182705
913149,Medium,CNG,22195,2021,225027
913150,Heavy,CNG,5783,2018,520138
913151,Light,CNG,1514,2021,655379
913152,Medium,Hybrid,19616,2023,889049
913153,Heavy,Electric,11430,2016,778672
913154,Heavy,Hybrid,13847,2020,673079
913155,Light,CNG,10703,2021,295305
913156,Light,Electric,21906,2023,426377
913157,Light,Diesel,9034,2017,185520
913158,Light,Electric,1741,2024,610421
913159,Medium,Electric,26619,2022,775951
913160,Light,CNG,8773,2019,40733
913161,Light,Hybrid,15632,2023,440131
913162,Light,Electric,3111,2024,241461
913163,Medium,CNG,19942,2015,705367
913164,Medium,Electric,9863,2022,475158
913165,Medium,Electric,4311,2023,258550
913166,Medium,CNG,18795,2017,675086
913167,Heavy,Diesel,4140,2019,150412
913168,Light,Hybrid,16725,2017,103795
913169,Medium,Hybrid,20249,2016,86402
913170,Medium,Electric,28950,2023,544710
913171,Heavy,CNG,19581,2019,764800
913172,Light,Electric,14709,2020,664163
913173,Light,Diesel,29029,2020,251358
913174,Light,Diesel,15242,2016,179912
913175,Light,Diesel,18913,2015,184638
913176,Heavy,Hybrid,14344,2024,648534
913177,Medium,CNG,16316,2017,559373
913178,Light,Hybrid,27207,2015,837446
913179,Medium,Hybrid,29043,2016,816019
913180,Light,Hybrid,14289,2023,222810
913181,Heavy,Diesel,11232,2021,481727
913182,Medium,Diesel,6866,2021,564743
913183,Light,Electric,22960,2017,869145
913184,Heavy,CNG,6106,2021,356030
913185,Heavy,CNG,19385,2025,307604
913186,Light,Diesel,17486,2022,91548
913187,Heavy,Electric,3556,2017,898973
913188,Light,Diesel,23975,2021,429805
913189,Light,Hybrid,27711,2024,196090
913190,Light,Diesel,13930,2021,197098
913191,Light,CNG,23917,2025,661849
913192,Light,Hybrid,7094,2020,158195
913193,Medium,Diesel,23466,2024,643216
913194,Light,Diesel,6557,2019,254596
913195,Heavy,Electric,29635,2016,39987
913196,Heavy,Electric,7027,2016,377211
913197,Medium,Diesel,10133,2017,134855
913198,Heavy,CNG,10140,2025,387381
913199,Medium,Electric,15096,2016,676705
913200,Light,Electric,20743,2024,599278
913201,Light,CNG,11009,2018,723536
913202,Heavy,CNG,9253,2025,188989
913203,Medium,Electric,22568,2018,581996
913204,Heavy,Electric,5766,2025,827134
913205,Heavy,CNG,3195,2022,321050
913206,Medium,Diesel,7960,2025,312068
913207,Heavy,CNG,4931,2024,410721
913208,Medium,Diesel,13989,2016,812993
913209,Light,Hybrid,26754,2016,215515
913210,Heavy,Hybrid,27888,2015,394157
913211,Light,Hybrid,19544,2016,130561
913212,Light,Hybrid,13363,2025,643326
913213,Heavy,CNG,27634,2017,337967
913214,Light,Electric,26348,2015,182642
913215,Light,Electric,4804,2025,121041
913216,Medium,CNG,12531,2022,476444
913217,Heavy,CNG,25151,2022,631138
913218,Medium,Diesel,10982,2024,388504
913219,Medium,Diesel,15700,2019,188922
913220,Light,Electric,9434,2024,403735
913221,Light,Hybrid,3654,2023,472233
913222,Light,Diesel,12876,2024,280367
913223,Light,Diesel,27813,2015,465916
913224,Light,Electric,12367,2019,294032
913225,Heavy,Electric,4675,2021,450081
913226,Heavy,CNG,23997,2024,53442
913227,Light,Diesel,9551,2020,114283
913228,Light,Electric,18122,2018,61275
913229,Medium,Electric,7477,2024,355459
913230,Medium,Diesel,22792,2024,194687
913231,Heavy,Diesel,10346,2020,33720
913232,Medium,Hybrid,22951,2025,186821
913233,Heavy,Hybrid,10099,2023,441304
913234,Light,Diesel,15494,2018,250640
913235,Light,Electric,24401,2025,620211
913236,Heavy,CNG,27881,2016,871451
913237,Heavy,Hybrid,15846,2021,761784
913238,Heavy,Electric,1461,2018,66225
913239,Medium,CNG,3621,2024,664800
913240,Medium,Diesel,2322,2020,160401
913241,Heavy,Diesel,9016,2021,736429
913242,Light,CNG,8545,2015,331996
913243,Medium,Electric,10029,2017,325917
913244,Light,Electric,5236,2025,204372
913245,Light,CNG,28283,2021,773272
913246,Medium,Electric,18374,2017,473421
913247,Heavy,Hybrid,8886,2017,491088
913248,Light,Electric,2018,2024,430435
913249,Medium,Electric,22699,2021,581055
913250,Heavy,Diesel,19162,2015,22500
913251,Medium,CNG,20395,2022,651775
913252,Light,Diesel,20140,2022,402332
913253,Medium,CNG,9090,2023,250809
913254,Light,CNG,19628,2022,623692
913255,Medium,Hybrid,14289,2022,599321
913256,Medium,Electric,18996,2018,539063
913257,Heavy,Hybrid,10102,2018,233797
913258,Medium,Diesel,15262,2021,763677
913259,Heavy,Diesel,6037,2021,842407
913260,Medium,Hybrid,2192,2023,193525
913261,Heavy,Electric,19464,2020,714438
913262,Heavy,Hybrid,8499,2024,136535
913263,Medium,CNG,29528,2018,199359
913264,Medium,Electric,22405,2020,527096
913265,Heavy,CNG,9968,2023,485771
913266,Heavy,Hybrid,5263,2021,522412
913267,Heavy,Hybrid,23052,2016,519676
913268,Heavy,Electric,7997,2019,611311
913269,Medium,Diesel,8023,2023,185855
913270,Medium,Diesel,16381,2020,706144
913271,Medium,Electric,19159,2025,427558
913272,Medium,CNG,26008,2016,91222
913273,Heavy,Diesel,17554,2016,606216
913274,Light,Electric,26444,2017,382570
913275,Light,CNG,13297,2021,141457
913276,Heavy,CNG,3370,2015,471282
913277,Medium,Electric,20195,2016,68950
913278,Heavy,Diesel,17387,2015,726570
913279,Light,Hybrid,6805,2022,556764
913280,Light,Diesel,8258,2025,301484
913281,Light,Electric,10184,2021,472070
913282,Heavy,Diesel,25077,2025,341262
913283,Light,Electric,14530,2023,100190
913284,Light,CNG,29068,2023,415060
913285,Light,Electric,5792,2024,883352
913286,Heavy,CNG,23678,2019,801186
913287,Light,Electric,19372,2020,527428
913288,Heavy,Hybrid,29886,2017,322385
913289,Light,Electric,28592,2016,480906
913290,Heavy,CNG,22210,2017,605881
913291,Heavy,Electric,29100,2020,769368
913292,Light,CNG,19971,2021,562589
913293,Heavy,Diesel,15591,2016,49919
913294,Light,Electric,24448,2016,101886
913295,Light,CNG,3862,2024,720832
913296,Heavy,Hybrid,19194,2017,796251
913297,Heavy,Electric,28708,2024,372187
913298,Heavy,Electric,8384,2022,367113
913299,Medium,Hybrid,27812,2019,750268
913300,Light,Electric,14776,2017,378999
913301,Light,Hybrid,29623,2017,220675
913302,Light,Diesel,14683,2024,622103
913303,Light,Diesel,29674,2025,585542
913304,Heavy,Diesel,16573,2018,122501
913305,Medium,Hybrid,9890,2025,392319
913306,Light,Electric,28352,2016,142401
913307,Light,Electric,14653,2022,344573
913308,Medium,Diesel,28355,2021,863691
913309,Heavy,Electric,7698,2015,895034
913310,Light,CNG,13238,2017,145521
913311,Medium,Diesel,4503,2016,88856
913312,Medium,Electric,25608,2016,13132
913313,Light,Diesel,9942,2023,224619
913314,Light,Diesel,17958,2016,57064
913315,Light,CNG,29792,2021,757155
913316,Medium,Electric,7212,2016,613646
913317,Medium,CNG,7739,2017,348425
913318,Medium,CNG,7037,2017,723601
913319,Light,Hybrid,9425,2020,96406
913320,Heavy,Electric,17911,2016,504458
913321,Heavy,Hybrid,2761,2015,440416
913322,Heavy,Hybrid,20673,2016,296950
913323,Heavy,Diesel,8681,2015,131472
913324,Medium,CNG,27988,2025,416907
913325,Medium,Hybrid,20282,2015,755511
913326,Light,CNG,16174,2018,544390
913327,Heavy,CNG,14105,2021,60367
913328,Medium,Electric,4218,2018,687408
913329,Medium,Diesel,14269,2023,853462
913330,Heavy,CNG,22349,2015,766747
913331,Medium,Diesel,9479,2016,314758
913332,Light,Diesel,24520,2016,837303
913333,Light,Electric,22088,2018,663127
913334,Light,Diesel,17611,2025,389417
913335,Light,CNG,7850,2017,467666
913336,Medium,CNG,6760,2021,587162
913337,Heavy,Hybrid,2122,2021,664162
913338,Medium,Diesel,10348,2017,519899
913339,Heavy,CNG,22206,2025,553450
913340,Light,Diesel,5787,2015,547551
913341,Heavy,CNG,22851,2022,328591
913342,Light,Diesel,5749,2019,185515
913343,Light,Diesel,27811,2017,93165
913344,Heavy,CNG,20339,2018,628509
913345,Light,Diesel,14651,2019,692284
913346,Medium,Diesel,8505,2024,836363
913347,Heavy,Hybrid,20907,2025,129754
913348,Light,Hybrid,28764,2022,872673
913349,Heavy,Diesel,10766,2015,23616
913350,Heavy,Diesel,16846,2021,621649
913351,Medium,Hybrid,23049,2019,385665
913352,Light,Hybrid,16722,2021,766357
913353,Heavy,Hybrid,26304,2017,168261
913354,Medium,Hybrid,19934,2016,408357
913355,Heavy,Electric,26354,2023,65538
913356,Heavy,Hybrid,28576,2021,831391
913357,Medium,Hybrid,6447,2019,154552
913358,Medium,Hybrid,23011,2015,63770
913359,Medium,CNG,10484,2025,252903
913360,Medium,Electric,10260,2016,842161
